,lb_stat,lb_pvalue,lb_stat,lb_pvalue,lb_stat,lb_pvalue
1,0.021668679197982908,0.8829719107285571,2.0457969924641435,0.1526270333879705,0.7404518058547573,0.38951618702837176
2,0.07256404195394199,0.9643682830432573,2.537828860094604,0.28113664968335866,0.7979975492376787,0.6709915235733139
3,0.23099453921097218,0.9724371086101508,3.708793298360816,0.2946747268438037,1.3753283858239722,0.7113279472580722
4,1.4042466660414346,0.8434565904617985,20.739129148881517,0.00035669675482392053,2.338375362216339,0.673791256738877
5,1.8753780861248857,0.8661061496506017,29.062057218197843,2.2546552091663477e-05,2.3866154868850527,0.7934656569437148
6,5.590707464221366,0.470561974094896,29.242455233491437,5.473409549400638e-05,3.11839231578205,0.7938474276541452
7,5.60992561908439,0.5859599998389221,29.25565989910105,0.00012994941550994996,3.131244004290565,0.8726013790539033
8,7.979861017889119,0.43543983673081654,32.356666332859405,8.038840640693263e-05,4.1363319730951735,0.8446182946146934
9,9.521928925601259,0.3905536127933131,36.776018713522454,2.8853697463609006e-05,5.298885629511081,0.8075142204749637
10,9.735120499658226,0.46403141740709686,36.84391302409461,6.0221805570488556e-05,5.993631334760246,0.8157980279774117
11,10.272656244994423,0.5060412249239152,36.846372470509486,0.00012226397141645414,6.325067512527169,0.8508184176861171
12,11.359205227932627,0.49841119597938777,37.57385742681396,0.000180229713910598,6.325197053832913,0.8988098805706577
13,11.941999485027997,0.5324055654885568,37.630213728099186,0.0003297902691302481,7.5040517354955565,0.8743444401370231
14,13.67660351771708,0.4740717471565985,39.2719005497222,0.0003310633001909645,9.324818119944654,0.8096968687689349
15,13.753312630058957,0.5443148062270415,39.75635145486218,0.0004935264355653857,10.107943224183552,0.8128955864819837
16,13.765553610857214,0.6161746561368544,41.26737274213539,0.0005069850387662441,11.550347517953941,0.7743102376845308
17,15.174410723215086,0.582920567060356,41.64023148559153,0.000755712404786614,11.775416123681898,0.8135416904005206
18,18.075469467938124,0.45069136434511425,41.64828294954729,0.0012380301787014826,14.119549919350826,0.7212653517311254
19,18.95397413961708,0.45979233023584976,41.85118064716999,0.0018562103920868778,14.36560820094686,0.7619762668943948
20,20.746226170600824,0.41220253533432416,42.01714671268648,0.002751386771657935,16.073584426809834,0.7120488257666253
